start,end,years,final,total_return,cagr,max_drawdown,drawdown_duration_weeks,volatility,downside_volatility,sharpe,sortino,calmar,worst_week,best_week,worst_month,best_month,worst_year,best_year,switches,switches_per_year,total_cost,exposure_btc,exposure_gold,exposure_sp500,exposure_cash,family,variant,raw_mode,lookback,label,timing,price_col,weekday,in_cagr,in_sharpe,in_max_drawdown,out_cagr,out_sharpe,out_max_drawdown,robust_cagr,robust_sharpe
2018-01-02,2026-05-26,8.394250513347023,119162.81137928713,10.916281137928713,0.3433826682010255,-0.7628854672255166,153,0.45771010267244044,0.3216105837625752,0.86940048581243,1.2373143351477702,0.4501103808542182,-0.2487718842479557,0.26675233789130326,-0.3147844716890862,0.7371521968416885,-0.6735946896108386,1.993681432352354,142,16.91634050880626,15805.463229568857,0.4817351598173516,0.2648401826484018,0.1735159817351598,0.07990867579908675,apex,apex_rev2,apex,4,APEX 4w,lunedi open,open,0,0.22140741689489296,0.6379957653116722,-0.7628854672255166,0.5395943803646355,1.478133344682921,-0.2573858686291901,0.22140741689489296,0.6379957653116722
2018-01-02,2026-05-26,8.394250513347023,53203.369071364745,4.320336907136475,0.22033907703631228,-0.705941060111589,167,0.4700784323724352,0.35792811347956316,0.658498179666483,0.864826707822706,0.31212106716314675,-0.32259175335252954,0.26675233789130326,-0.2978802086566925,0.7371521968416885,-0.6270056520098766,0.9225352857757265,73,8.696428571428571,3889.5607579669677,0.5136986301369864,0.2579908675799087,0.1735159817351598,0.0547945205479452,confirm,confirm2,apex,4,Confirm2 4w,lunedi open,open,0,0.061282721380907956,0.38287737419574225,-0.705941060111589,0.49348674265337156,1.3495599469368615,-0.31692310433668647,0.061282721380907956,0.38287737419574225
2018-01-02,2026-05-26,8.394250513347023,108727.19259093485,9.872719259093484,0.3287953346393342,-0.7247797594113012,149,0.4340206289058492,0.3052084798659981,0.8672305626007311,1.2332421246998102,0.4536486158310996,-0.2487718842479557,0.26675233789130326,-0.3147844716890862,0.5190093526761304,-0.6211394257298719,1.6577806149692083,153,18.22676125244618,16224.92390966112,0.4406392694063927,0.2648401826484018,0.2146118721461187,0.07990867579908675,pure,pure_relative,pure_relative,4,Pure Relative 4w,lunedi open,open,0,0.21253741893478906,0.6315415884966693,-0.7247797594113012,0.5146855996763438,1.4424994448859167,-0.21925006665504987,0.21253741893478906,0.6315415884966693
2018-01-02,2026-05-26,8.394250513347023,105718.42705253036,9.571842705253037,0.3243604728390803,-0.7241146086359614,148,0.4485065296029806,0.30786101263852045,0.8452564801927702,1.2314097433338185,0.4479407941376695,-0.24877188424795582,0.26675233789130326,-0.31478447168908597,0.7371521968416885,-0.6202237975617457,1.93258047616255,121,14.414628180039138,14574.881010174337,0.4703196347031963,0.2557077625570776,0.19406392694063926,0.07990867579908675,buffer,buffer_1pp,apex,4,Buffer 1pp 4w,lunedi open,open,0,0.2683729791372076,0.7135369852114741,-0.7241146086359614,0.4205532257679794,1.2242261397581793,-0.26529825392965123,0.2683729791372076,0.7135369852114741
2018-01-02,2026-05-26,8.394250513347023,126237.65569258937,11.623765569258937,0.3526446200154325,-0.7187954737959552,148,0.456026166910581,0.3077964191184416,0.8840564232176626,1.309803613594003,0.49060495352470446,-0.2487718842479557,0.26675233789130326,-0.3147844716890861,0.737152196841689,-0.6129016235973802,1.7457119314714085,105,12.508561643835616,13091.511788343345,0.4657534246575342,0.2602739726027397,0.2009132420091324,0.0730593607305936,buffer,buffer_2pp,apex,4,Buffer 2pp 4w,lunedi open,open,0,0.23707507326374988,0.6653308226352993,-0.7187954737959552,0.552770047371244,1.4059280910289653,-0.28115259013149785,0.23707507326374988,0.6653308226352993
2018-01-02,2026-05-26,8.394250513347023,154006.76749275505,14.400676749275505,0.3850664757913007,-0.7187954737959552,147,0.4565187775894647,0.310696241911106,0.9356917560536654,1.3748504135314739,0.5357107686805075,-0.2487718842479557,0.26675233789130326,-0.3147844716890861,0.7371521968416888,-0.6129016235973802,1.7954397297966431,92,10.959882583170254,13039.63950362042,0.4726027397260274,0.2511415525114155,0.20319634703196346,0.0730593607305936,buffer,buffer_3pp,apex,4,Buffer 3pp 4w,lunedi open,open,0,0.2549219443185644,0.69328539262517,-0.7187954737959552,0.6122233054539683,1.5071474191005374,-0.28115259013149785,0.2549219443185644,0.69328539262517
2018-01-02,2026-05-26,8.394250513347023,246537.2651074587,23.65372651074587,0.46491963395059765,-0.6514116474652132,82,0.4601530383666796,0.31211218493538134,1.0534929237443442,1.5531850185827298,0.7137109625836486,-0.2487718842479556,0.26675233789130326,-0.31478447168908597,0.7371521968416883,-0.5201429112091611,2.048478784018737,65,7.7433953033268095,10371.379729369806,0.4771689497716895,0.2557077625570776,0.20776255707762556,0.0593607305936073,buffer,buffer_5pp,apex,4,Buffer 5pp 4w,lunedi open,open,0,0.28935982141140526,0.7474712914577569,-0.6514116474652132,0.678256747394133,1.6196037692626466,-0.28916174326826405,0.28935982141140526,0.7474712914577569
2018-01-02,2026-05-26,8.394250513347023,99650.0722093115,8.96500722093115,0.3150667534600775,-0.6260838578941098,156,0.4421869258542051,0.2991044005849346,0.8347283099799655,1.2340371609099896,0.5032341107145507,-0.2487718842479557,0.26675233789130326,-0.2673983464956119,0.7371521968416888,-0.5101998699727203,1.477850411349598,144,17.1545988258317,17542.838187074005,0.4771689497716895,0.271689497716895,0.1780821917808219,0.0730593607305936,apex,apex_rev2,apex,5,APEX 5w,lunedi open,open,0,0.284422681087416,0.7418521887020367,-0.6004873241485756,0.3704634330248642,1.1134588477106504,-0.28037473653825096,0.284422681087416,0.7418521887020367
2018-01-02,2026-05-26,8.394250513347023,212512.64737734012,20.25126473773401,0.4392300960206996,-0.603754191231669,120,0.4811888574690055,0.35522449130370215,0.9952897548630462,1.3482244375534824,0.7274982143389558,-0.32259175335252954,0.26675233789130326,-0.2978802086566923,0.7371521968416888,-0.46665515877869035,1.7280086580770089,67,7.98165362035225,12333.988480603555,0.5114155251141552,0.2899543378995434,0.1415525114155251,0.05707762557077625,confirm,confirm2,apex,5,Confirm2 5w,lunedi open,open,0,0.34786735677576774,0.8176132549157531,-0.603754191231669,0.5940894249091402,1.4762486355071747,-0.2140002865491032,0.34786735677576774,0.8176132549157531
2018-01-02,2026-05-26,8.394250513347023,148244.45698593618,13.824445698593617,0.37878858431282847,-0.5788868707887542,133,0.4334834135933061,0.28537105813376656,0.9512863782487379,1.4450199303490003,0.6543395668945046,-0.2487718842479557,0.26675233789130326,-0.3147844716890861,0.7371521968416885,-0.46158565242895433,1.5018910504334948,142,16.91634050880626,23932.763387323124,0.454337899543379,0.271689497716895,0.2009132420091324,0.0730593607305936,pure,pure_relative,pure_relative,5,Pure Relative 5w,lunedi open,open,0,0.3723187154135523,0.8812333219722314,-0.5582695976686836,0.3979525728034936,1.17635259613044,-0.26716197287497656,0.3723187154135523,0.8812333219722314
2018-01-02,2026-05-26,8.394250513347023,119649.87406250653,10.964987406250653,0.3440356204179209,-0.5854092479835122,120,0.43996096653810685,0.3051863669561915,0.886670355258477,1.2782364769138057,0.5876839520437683,-0.2487718842479557,0.26675233789130326,-0.2673983464956119,0.7371521968416888,-0.49171423957195726,1.2317585188903761,108,12.865949119373775,14028.421012711347,0.4497716894977169,0.2785388127853881,0.20776255707762556,0.0639269406392694,buffer,buffer_1pp,apex,5,Buffer 1pp 5w,lunedi open,open,0,0.28272414748261854,0.7406242869343019,-0.5854092479835122,0.4344337232389277,1.2586815857506461,-0.2927439711798957,0.28272414748261854,0.7406242869343019
2018-01-02,2026-05-26,8.394250513347023,101701.14345025143,9.170114345025143,0.31826244259871417,-0.6177014073314688,103,0.44045036747499106,0.3058632788159725,0.8420815730303718,1.2126174142934651,0.5152367127891766,-0.2487718842479557,0.26675233789130326,-0.2673983464956118,0.7371521968416885,-0.5313042320891731,1.116391444736475,93,11.079011741682974,10707.325964736949,0.4452054794520548,0.2557077625570776,0.23059360730593606,0.0684931506849315,buffer,buffer_2pp,apex,5,Buffer 2pp 5w,lunedi open,open,0,0.25814511840869603,0.7017979569157851,-0.6177014073314688,0.40674288761699473,1.1995055708668492,-0.3353342993436801,0.25814511840869603,0.7017979569157851
2018-01-02,2026-05-26,8.394250513347023,140297.5990476641,13.029759904766408,0.36976835817222087,-0.5887111420503284,103,0.44013786010533185,0.30875216258989246,0.9297752318044612,1.3254296827352854,0.6280981142711407,-0.24877188424795582,0.26675233789130326,-0.2673983464956118,0.7371521968416885,-0.495762341775013,1.3739466904827977,83,9.887720156555773,11540.70158800024,0.4337899543378995,0.2785388127853881,0.2420091324200913,0.045662100456621,buffer,buffer_3pp,apex,5,Buffer 3pp 5w,lunedi open,open,0,0.29104633387761947,0.7535905221216149,-0.5887111420503284,0.489142983577991,1.3709600967551343,-0.31211950152710666,0.29104633387761947,0.7535905221216149
2018-01-02,2026-05-26,8.394250513347023,163621.83834407898,15.362183834407897,0.3950953423936805,-0.5679950304511716,120,0.44429826348375356,0.29963107979824527,0.9656154775654099,1.4318317050561837,0.695596477454824,-0.2487718842479557,0.26675233789130326,-0.24870369157233418,0.7371521968416885,-0.5177069298808561,1.7096983371175192,69,8.21991193737769,11657.090366813203,0.4383561643835616,0.3013698630136986,0.2420091324200913,0.0182648401826484,buffer,buffer_5pp,apex,5,Buffer 5pp 5w,lunedi open,open,0,0.3191475101249872,0.7993058620727623,-0.5610627943828232,0.43814355769693636,1.246696831023242,-0.31211950152710655,0.3191475101249872,0.7993058620727623
2018-01-02,2026-05-26,8.394250513347023,114737.16272356878,10.473716272356878,0.3373394575662203,-0.6526192147315439,166,0.4466398136724045,0.31011822278793644,0.8690786720692096,1.251668259511102,0.5169008971104007,-0.2487718842479557,0.26675233789130326,-0.24870369157233407,0.7371521968416888,-0.5736849967920123,1.4863343719697957,124,14.772015655577299,12488.088215303922,0.4817351598173516,0.2625570776255708,0.1735159817351598,0.0821917808219178,apex,apex_rev2,apex,6,APEX 6w,lunedi open,open,0,0.24471407654096833,0.6781823657192907,-0.6526192147315439,0.49739052692476915,1.388414154825835,-0.23733759634577944,0.24471407654096833,0.6781823657192907
2018-01-02,2026-05-26,8.394250513347023,126087.06813284598,11.608706813284597,0.35245229745000883,-0.7492521528578918,156,0.4808163308139706,0.35624531852706187,0.8651002861685935,1.1676064884207076,0.4704054517636565,-0.27237407146489434,0.26675233789130326,-0.24964210121172792,0.7371521968416888,-0.6811160955020603,1.9846465802208368,58,6.909491193737769,5459.913359637857,0.5182648401826484,0.2625570776255708,0.14840182648401826,0.07077625570776255,confirm,confirm2,apex,6,Confirm2 6w,lunedi open,open,0,0.17578983037128793,0.5684590394967494,-0.7492521528578918,0.6554656381460098,1.5327560941469593,-0.29181785529586035,0.17578983037128793,0.5684590394967494
2018-01-02,2026-05-26,8.394250513347023,132487.70833245752,12.248770833245752,0.3604539110891707,-0.6636009341828066,133,0.44529858046598786,0.31103494964278977,0.9089439220500818,1.3013053313684797,0.5431787276385509,-0.2487718842479557,0.26675233789130326,-0.24870369157233418,0.7371521968416888,-0.5871620570142015,1.581655658901187,128,15.248532289628178,14165.462737559918,0.4452054794520548,0.2625570776255708,0.2100456621004566,0.0821917808219178,pure,pure_relative,pure_relative,6,Pure Relative 6w,lunedi open,open,0,0.2578236155229505,0.6990038266956693,-0.6636009341828066,0.5383936720438409,1.4784387079434251,-0.2120808048317121,0.2578236155229505,0.6990038266956693
2018-01-02,2026-05-26,8.394250513347023,122037.91606510527,11.203791606510526,0.347203521032835,-0.624554872114202,167,0.44482934770179405,0.31294583574353185,0.8874288687833767,1.2614144677616452,0.555921563556945,-0.24877188424795582,0.26675233789130326,-0.24870369157233418,0.7371521968416888,-0.5322290729046995,1.5079009813672242,100,11.912915851272015,12010.7744303756,0.4726027397260274,0.2579908675799087,0.18949771689497716,0.07990867579908675,buffer,buffer_1pp,apex,6,Buffer 1pp 6w,lunedi open,open,0,0.26658979526406346,0.7125179881832625,-0.6133107803905684,0.4863406492920548,1.37970365007122,-0.2373375963457799,0.26658979526406346,0.7125179881832625
2018-01-02,2026-05-26,8.394250513347023,113330.89821843863,10.333089821843863,0.33537619312075795,-0.6094248477576447,123,0.4469603418849062,0.31651500035224095,0.8656211068991579,1.222369573169897,0.5503159156617289,-0.2487718842479557,0.26675233789130326,-0.24870369157233418,0.7371521968416885,-0.49936449467585786,1.4207162955592185,82,9.768590998043052,8924.350088956848,0.4680365296803653,0.2602739726027397,0.19863013698630136,0.0730593607305936,buffer,buffer_2pp,apex,6,Buffer 2pp 6w,lunedi open,open,0,0.24908425651460298,0.6846338828208893,-0.6094248477576447,0.4678701882548413,1.3334869663164677,-0.30302753630276813,0.24908425651460298,0.6846338828208893
2018-01-02,2026-05-26,8.394250513347023,139195.5015918058,12.91955015918058,0.3684820578939991,-0.5843538600132084,156,0.44174445448362304,0.30474255096180924,0.9255399154488151,1.3416312351601773,0.6305803437076126,-0.2487718842479557,0.26675233789130326,-0.24870369157233418,0.7371521968416888,-0.4991808722206881,1.6025151129324318,71,8.45817025440313,9736.850271304194,0.454337899543379,0.2922374429223744,0.2100456621004566,0.04337899543378995,buffer,buffer_3pp,apex,6,Buffer 3pp 6w,lunedi open,open,0,0.3074325039752339,0.7761832116791437,-0.5472114039633719,0.45841374219802855,1.3194680614824192,-0.2606564807326399,0.3074325039752339,0.7761832116791437
2018-01-02,2026-05-26,8.394250513347023,109797.97566225614,9.979797566225614,0.3303475901650388,-0.5898639494917415,157,0.43919526325543257,0.3042994000904305,0.8638982474731512,1.2468641676984014,0.5600403117527085,-0.24877188424795582,0.26675233789130326,-0.2487036915723343,0.7371521968416888,-0.5096032962344956,1.485597946608745,66,7.86252446183953,8390.895154579504,0.4383561643835616,0.3036529680365297,0.2100456621004566,0.04794520547945205,buffer,buffer_5pp,apex,6,Buffer 5pp 6w,lunedi open,open,0,0.28905391703622474,0.7485089990563714,-0.5566342763633052,0.3884782900905759,1.1871968900814334,-0.25495272802521807,0.28905391703622474,0.7485089990563714
2018-01-02,2026-05-26,8.394250513347023,82500.3091161813,7.250030911618131,0.2858093561243742,-0.715208352932421,159,0.4607106271538177,0.32447738722630765,0.7715677784819277,1.0955138604717736,0.39961691575962327,-0.25102556859521186,0.26675233789130326,-0.2589027186939271,0.7371521968416888,-0.6508471590617091,1.9267833955191889,112,13.342465753424657,9211.97106363353,0.4908675799086758,0.2694063926940639,0.18036529680365296,0.0593607305936073,apex,apex_rev2,apex,7,APEX 7w,lunedi open,open,0,0.1529993057829233,0.5294189003402151,-0.715208352932421,0.5034933236455961,1.3678396563785848,-0.33398433406438244,0.1529993057829233,0.5294189003402151
2018-01-02,2026-05-26,8.394250513347023,145592.81856556484,13.559281856556485,0.3758271770392392,-0.6123915418072322,120,0.46971255835202014,0.3260628042486112,0.9095295707451575,1.3102305936306202,0.6137040624861235,-0.32259175335252954,0.26675233789130326,-0.2978802086566925,0.7371521968416888,-0.5019205458359202,1.9543343727978,55,6.552103718199608,6399.497517802759,0.5045662100456622,0.2579908675799087,0.1735159817351598,0.0639269406392694,confirm,confirm2,apex,7,Confirm2 7w,lunedi open,open,0,0.24274948430625076,0.6733559560454987,-0.6123915418072322,0.5922174829694062,1.4146265899848718,-0.32601265469480123,0.24274948430625076,0.6733559560454987
2018-01-02,2026-05-26,8.394250513347023,74804.28071142703,6.480428071142702,0.2708963217085698,-0.7399516232713439,153,0.447455896615359,0.3156771902841149,0.7547278242952894,1.0697871931027558,0.3661000438257445,-0.25102556859521186,0.26675233789130326,-0.258902718693927,0.7371521968416885,-0.6811822592020902,1.77883672388888,117,13.938111545988258,8596.421398894876,0.4474885844748858,0.2694063926940639,0.2237442922374429,0.0593607305936073,pure,pure_relative,pure_relative,7,Pure Relative 7w,lunedi open,open,0,0.12550839165653738,0.4827034537941748,-0.7399516232713439,0.5134182561123175,1.4394828701404347,-0.18790947365100485,0.12550839165653738,0.4827034537941748
